crime,year,month,day
Non-Crime,2016,10,29
Non-Crime,2016,11,03
Non-Crime,2016,11,06
Non-Crime,2016,11,07
Non-Crime,2016,11,08
Non-Crime,2016,11,13
Non-Crime,2016,11,15
Non-Crime,2016,09,20
Non-Crime,2016,09,22
Non-Crime,2016,09,21
Non-Crime,2016,09,23
Non-Crime,2016,09,24
Non-Crime,2016,09,28
Non-Crime,2016,10,02
Non-Crime,2016,10,03
Non-Crime,2016,09,30
Non-Crime,2016,10,05
Non-Crime,2016,10,05
Non-Crime,2016,10,06
Psychiatric Detention,2016,10,08
Non-Crime,2016,10,08
Non-Crime,2016,10,07
Psychiatric Detention,2016,10,16
Non-Crime,2018,02,19
Non-Crime,2018,02,21
Non-Crime,2018,02,21
Psychiatric Detention,2018,02,22
Non-Crime,2018,02,22
Non-Crime,2018,02,23
Non-Crime,2018,02,22
Psychiatric Detention,2018,02,26
Non-Crime,2018,02,26
Non-Crime,2018,02,27
Psychiatric Detention,2018,02,27
Non-Crime,2018,03,02
Non-Crime,2018,03,03
Non-Crime,2018,03,03
Non-Crime,2018,03,06
Non-Crime,2018,03,07
Non-Crime,2018,03,09
Non-Crime,2018,03,09
Non-Crime,2018,03,12
Non-Crime,2018,03,13
Non-Crime,2016,08,18
Non-Crime,2016,08,17
Non-Crime,2016,08,19
Non-Crime,2016,08,20
Non-Crime,2016,08,21
Non-Crime,2016,08,22
Non-Crime,2016,08,24
Non-Crime,2016,08,31
Non-Crime,2016,08,31
Non-Crime,2016,09,01
Non-Crime,2016,09,02
Non-Crime,2016,09,06
Non-Crime,2016,09,07
Non-Crime,2016,09,05
Non-Crime,2016,09,08
Non-Crime,2016,09,09
Non-Crime,2016,09,11
Non-Crime,2016,09,10
Non-Crime,2016,09,11
Non-Crime,2016,09,10
Non-Crime,2016,07,22
Non-Crime,2016,07,22
Non-Crime,2016,07,31
Non-Crime,2016,08,02
Non-Crime,2016,08,07
Non-Crime,2016,08,05
Non-Crime,2016,08,09
Non-Crime,2016,08,11
Non-Crime,2018,01,19
Non-Crime,2018,01,19
Non-Crime,2018,01,23
Psychiatric Detention,2018,01,25
Psychiatric Detention,2018,01,26
Psychiatric Detention,2018,01,29
Non-Crime,2018,02,02
Non-Crime,2018,02,06
Psychiatric Detention,2018,02,07
Psychiatric Detention,2018,02,08
Psychiatric Detention,2018,02,10
Psychiatric Detention,2018,02,12
Psychiatric Detention,2018,02,12
Non-Crime,2018,02,12
Non-Crime,2018,02,13
Non-Crime,2018,02,13
Psychiatric Detention,2018,02,14
Non-Crime,2018,02,08
Non-Crime,2018,02,16
Psychiatric Detention,2017,12,17
Non-Crime,2017,12,17
Non-Crime,2017,12,17
Non-Crime,2017,12,18
Non-Crime,2017,12,19
Non-Crime,2017,12,19
Non-Crime,2017,12,20
Non-Crime,2017,12,21
Non-Crime,2017,12,24
Psychiatric Detention,2017,12,25
Non-Crime,2017,12,26
Non-Crime,2017,12,27
Psychiatric Detention,2017,12,28
Non-Crime,2017,12,29
Psychiatric Detention,2017,12,30
Non-Crime,2017,12,30
Non-Crime,2018,01,03
Non-Crime,2018,01,02
Non-Crime,2018,01,03
Non-Crime,2018,01,03
Non-Crime,2018,01,04
Psychiatric Detention,2018,01,04
Non-Crime,2018,01,09
Psychiatric Detention,2018,01,09
Non-Crime,2018,01,03
Psychiatric Detention,2018,01,10
Non-Crime,2018,01,10
Non-Crime,2018,01,11
Non-Crime,2018,01,11
Non-Crime,2018,01,13
Non-Crime,2018,01,16
Non-Crime,2017,11,17
Non-Crime,2017,11,17
Non-Crime,2017,11,20
Psychiatric Detention,2017,11,25
Non-Crime,2017,11,25
Non-Crime,2017,11,21
Non-Crime,2017,11,27
Non-Crime,2017,12,04
Psychiatric Detention,2017,12,05
Non-Crime,2017,12,06
Non-Crime,2017,12,06
Non-Crime,2017,12,08
Non-Crime,2017,11,24
Non-Crime,2017,12,13
Non-Crime,2017,12,13
Non-Crime,2017,12,16
Non-Crime,2017,10,20
Non-Crime,2017,10,21
Non-Crime,2017,10,22
Non-Crime,2017,10,27
Non-Crime,2017,10,28
Non-Crime,2017,11,01
Psychiatric Detention,2017,11,02
Non-Crime,2017,10,30
Non-Crime,2017,11,04
Non-Crime,2017,11,04
Non-Crime,2017,11,05
Non-Crime,2017,11,07
Non-Crime,2017,11,07
Non-Crime,2017,11,08
Non-Crime,2017,11,08
Non-Crime,2017,11,08
Non-Crime,2017,11,08
Non-Crime,2017,11,09
Non-Crime,2017,11,11
Non-Crime,2017,11,12
Non-Crime,2017,11,10
Non-Crime,2017,11,13
Non-Crime,2017,11,13
Non-Crime,2017,09,17
Psychiatric Detention,2017,09,17
Non-Crime,2017,09,17
Non-Crime,2017,09,18
Non-Crime,2017,09,21
Non-Crime,2017,09,22
Non-Crime,2017,09,23
Non-Crime,2017,10,01
Non-Crime,2017,10,01
Non-Crime,2017,10,03
Psychiatric Detention,2017,10,04
Non-Crime,2017,10,04
Non-Crime,2017,10,06
Non-Crime,2017,10,06
Non-Crime,2017,10,08
Non-Crime,2017,10,09
Non-Crime,2017,10,06
Non-Crime,2017,08,21
Non-Crime,2017,08,21
Non-Crime,2017,08,22
Non-Crime,2017,08,22
Non-Crime,2017,08,21
Non-Crime,2017,08,28
Non-Crime,2017,08,30
Non-Crime,2017,08,30
Non-Crime,2017,09,02
Non-Crime,2017,09,05
Non-Crime,2017,09,08
Non-Crime,2017,09,08
Non-Crime,2017,09,10
Non-Crime,2017,09,09
Non-Crime,2017,09,12
Psychiatric Detention,2017,09,13
Non-Crime,2017,09,14
Psychiatric Detention,2017,09,16
Non-Crime,2017,09,16
Non-Crime,2017,09,16
Non-Crime,2017,07,17
Non-Crime,2017,07,17
Non-Crime,2017,07,18
Non-Crime,2017,07,18
Non-Crime,2017,07,18
Non-Crime,2017,07,19
Non-Crime,2017,07,19
Non-Crime,2017,07,17
Non-Crime,2017,07,22
Non-Crime,2017,07,23
Non-Crime,2017,07,25
Non-Crime,2017,07,26
Non-Crime,2017,07,27
Non-Crime,2017,08,01
Non-Crime,2017,08,03
Non-Crime,2017,08,01
Non-Crime,2017,08,05
Non-Crime,2017,07,30
Non-Crime,2017,08,07
Non-Crime,2017,08,03
Non-Crime,2017,08,09
Non-Crime,2017,08,10
Non-Crime,2017,08,11
Non-Crime,2017,08,10
Drunk Or Disorderly,2018,03,17
Malicious Mischief (over $400),2018,03,18
Malicious Mischief (over $400),2018,03,19
Malicious Mischief (over $400),2018,03,20
Vandalism Less Than $400,2018,03,22
Malicious Mischief (over $400),2018,03,25
Vandalism:deface Property,2018,03,27
Drunk Or Disorderly,2018,03,28
Vandalism:deface Property,2018,03,28
Drunk Or Disorderly,2018,03,30
Vandalism,2018,03,30
Vandalism:deface Property,2018,04,01
Vandalism:deface Property,2018,03,30
Trespass Prohibited On Posted Land,2018,04,03
Vandalism Less Than $400,2018,04,04
Vandalism:deface Property,2018,04,05
Vandalism Less Than $400,2018,04,04
Drunk Or Disorderly,2018,04,05
Malicious Mischief (over $400),2018,04,07
Vandalism:deface Property,2018,04,08
Malicious Mischief (over $400),2018,04,01
Malicious Mischief (over $400),2018,04,09
Vandalism Less Than $400,2018,04,09
Vandalism:deface Property,2018,04,12
Drunk Or Disorderly,2018,04,14
Trespass Prohibited On Posted Land,2018,04,14
Vandalism:deface Property,2018,04,13
Drunk Or Disorderly,2017,06,20
Trespass Prohibited On Posted Land,2017,06,24
Malicious Mischief (over $400),2017,06,24
Malicious Mischief (over $400),2017,06,24
Trespass Prohibited On Posted Land,2017,06,25
Curfew Violation/Loitering,2017,06,26
Drunk Or Disorderly,2017,06,27
Trespass Prohibited On Posted Land,2017,06,30
Trespass Prohibited On Posted Land,2017,07,02
Trespass Prohibited On Posted Land,2017,07,03
Drunk Or Disorderly,2017,07,07
Alcoholic Beverage Prohibit In Park,2017,07,08
Trespass Prohibited On Posted Land,2017,07,10
Drunk Or Disorderly,2017,04,20
Drunk Or Disorderly,2017,04,21
Drunk Or Disorderly,2017,04,26
Drunk Or Disorderly,2017,05,01
Drunk Or Disorderly,2017,05,03
Alcoholic Beverage Prohibit In Park,2017,05,05
Urinating In Public,2017,05,06
Drunk Or Disorderly,2017,05,07
Vandalism Less Than $400,2017,05,09
Vandalism Less Than $400,2017,05,19
Drunk Or Disorderly,2017,05,19
Drunk Or Disorderly,2017,05,21
Drunk Or Disorderly,2017,05,23
Trespass Prohibited On Posted Land,2017,05,23
Vandalism Less Than $400,2017,05,24
Malicious Mischief (over $400),2017,05,29
Trespass Prohibited On Posted Land,2017,05,30
Vandalism,2017,06,04
Trespass Prohibited On Posted Land,2017,06,08
Trespass Prohibited On Posted Land,2017,06,08
Drunk Or Disorderly,2017,06,12
Malicious Mischief (over $400),2017,06,14
Drunk Or Disorderly,2017,06,15
Drunk Or Disorderly,2017,03,17
Malicious Mischief (over $400),2017,03,18
Drunk Or Disorderly,2017,03,19
Vandalism Less Than $400,2017,03,21
Drunk Or Disorderly,2017,03,22
Vandalism Less Than $400,2017,03,25
Drunk Or Disorderly,2017,03,26
Drunk Or Disorderly,2017,03,28
Indecent Exposure,2017,03,30
Vandalism,2017,03,31
Vandalism,2017,04,02
Malicious Mischief (over $400),2017,04,07
Vandalism,2017,04,09
Minor Possession Tobacco Product,2017,04,13
Drunk Or Disorderly,2017,02,17
Vandalism,2017,02,25
Drunk Or Disorderly,2017,02,25
Malicious Mischief (over $400),2017,03,01
Vandalism Less Than $400,2017,03,05
Malicious Mischief (over $400),2017,03,06
Malicious Mischief (over $400),2017,03,09
Vandalism:deface Property,2017,03,11
Trespass Prohibited On Posted Land,2017,03,13
Drunk Or Disorderly,2017,01,20
Vandalism Less Than $400,2017,01,21
Drunk Or Disorderly,2017,01,23
Vandalism Less Than $400,2017,01,28
Vandalism Less Than $400,2017,01,28
Drunk Or Disorderly,2017,01,30
Malicious Mischief (over $400),2017,02,01
Trespass Prohibited On Posted Land,2017,02,03
Trespass Prohibited On Posted Land,2017,02,03
Drunk Or Disorderly,2017,02,05
Malicious Mischief (over $400),2017,01,30
Trespass Prohibited On Posted Land,2017,02,09
Vandalism,2017,02,12
Vandalism,2017,02,12
Malicious Mischief (over $400),2016,12,17
Malicious Mischief (over $400),2016,12,18
Vandalism Less Than $400,2017,01,04
Vandalism Less Than $400,2017,01,05
Indecent Exposure,2017,01,06
Drunk Or Disorderly,2017,01,06
Vandalism,2016,11,19
Drunk Or Disorderly,2016,11,20
Minor Poss Alcohol Bev In Public,2016,11,20
Malicious Mischief (over $400),2016,12,10
Drunk Or Disorderly,2016,12,12
Drunk Or Disorderly,2016,10,20
Vandalism,2016,10,21
Loiter W/Intent To Commit Prostitut,2016,10,30
Vandalism,2016,10,31
Trespass Prohibited On Posted Land,2016,11,01
Drunk Or Disorderly,2016,11,03
Drunk Or Disorderly,2016,11,03
Drunk Or Disorderly,2016,11,04
Drunk Or Disorderly,2016,11,05
Drunk Or Disorderly,2016,11,05
Drunk Or Disorderly,2016,11,12
Malicious Mischief (over $400),2016,11,13
Drunk Or Disorderly,2016,11,13
Vandalism Less Than $400,2016,09,22
Drunk Or Disorderly,2016,09,24
Curfew Violation/Loitering,2016,09,25
Drunk Or Disorderly,2016,09,27
Vandalism Less Than $400,2016,10,03
Vandalism Less Than $400,2016,10,03
Vandalism Less Than $400,2016,10,03
Minor Possession Tobacco Product,2016,10,06
Vandalism,2016,10,09
Drunk Or Disorderly,2016,10,11
Malicious Mischief (over $400),2016,10,12
Alcoholic Beverage Prohibit In Park,2016,10,15
Malicious Mischief (over $400),2016,10,16
Vandalism:deface Property,2018,02,17
Trespass Prohibited On Posted Land,2018,02,21
Drunk Or Disorderly,2018,02,22
Malicious Mischief (over $400),2018,02,24
Malicious Mischief (over $400),2018,02,26
Trespass Prohibited On Posted Land,2018,02,28
Vandalism,2018,03,01
Drunk Or Disorderly,2018,03,02
Drunk Or Disorderly,2018,03,05
Malicious Mischief (over $400),2018,03,03
Malicious Mischief (over $400),2018,03,05
Malicious Mischief (over $400),2018,03,06
Vandalism:deface Property,2018,03,06
Malicious Mischief (over $400),2018,03,07
Malicious Mischief (over $400),2018,03,09
Vandalism:deface Property,2018,03,09
Vandalism:deface Property,2018,03,09
Vandalism:deface Property,2018,03,09
Vandalism:deface Property,2018,03,09
Drunk Or Disorderly,2018,03,11
Drunk Or Disorderly,2018,03,11
Vandalism:deface Property,2018,03,12
Trespass Prohibited On Posted Land,2018,03,14
Vandalism:deface Property,2018,03,15
Malicious Mischief (over $400),2018,03,14
Trespass Prohibited On Posted Land,2016,08,19
Drunk Or Disorderly,2016,08,25
Vandalism,2016,08,26
Malicious Mischief (over $400),2016,09,05
Drunk Or Disorderly,2016,09,10
Drunk Or Disorderly,2016,09,14
Drunk Or Disorderly,2016,09,15
Drunk Or Disorderly,2016,09,16
Trespass Prohibited On Posted Land,2016,07,20
Drunk Or Disorderly,2016,07,20
Drunk Or Disorderly,2016,07,21
Malicious Mischief (over $400),2016,07,20
Drunk Or Disorderly,2016,07,22
Drunk Or Disorderly,2016,07,22
Drunk Or Disorderly,2016,07,25
Trespass Prohibited On Posted Land,2016,07,29
Drinking In Public,2016,07,30
Drunk Or Disorderly,2016,07,31
Drunk Or Disorderly,2016,08,03
Drunk Or Disorderly,2016,08,04
Trespass Prohibited On Posted Land,2016,08,05
Drunk Or Disorderly,2016,08,05
Drunk Or Disorderly,2016,08,11
Drunk Or Disorderly,2018,01,18
Malicious Mischief (over $400),2018,01,22
Trespass Prohibited On Posted Land,2018,01,23
Malicious Mischief (over $400),2018,01,21
Vandalism:deface Property,2018,01,21
Minor Possession Tobacco Product,2018,01,26
Trespass Prohibited On Posted Land,2018,01,30
Malicious Mischief (over $400),2018,01,29
Malicious Mischief (over $400),2018,01,30
Minor Possession Tobacco Product,2018,01,31
Vandalism,2018,01,31
Drunk Or Disorderly,2018,02,03
Drunk Or Disorderly,2018,02,03
Drunk Or Disorderly,2018,02,04
Drunk Or Disorderly,2018,02,04
Vandalism Less Than $400,2018,02,07
Vandalism Less Than $400,2018,02,10
Malicious Mischief (over $400),2018,02,09
Drunk Or Disorderly,2018,02,10
Vandalism Less Than $400,2018,02,10
Drunk Or Disorderly,2018,02,11
Vandalism Less Than $400,2018,02,11
Vandalism:deface Property,2018,02,13
Indecent Exposure,2018,02,15
Vandalism Less Than $400,2018,02,15
Vandalism Less Than $400,2017,12,17
Vandalism:deface Property,2017,12,20
Minor Poss Alcohol Bev In Public,2017,12,23
Malicious Mischief (over $400),2017,12,27
Trespass Prohibited On Posted Land,2017,12,31
Trespass Prohibited On Posted Land,2018,01,05
Vandalism Less Than $400,2018,01,08
Trespass Prohibited On Posted Land,2018,01,10
Malicious Mischief (over $400),2018,01,11
Drunk Or Disorderly,2018,01,13
Drunk Or Disorderly,2018,01,13
Vandalism Less Than $400,2018,01,14
Vandalism:deface Property,2018,01,12
Trespass Prohibited On Posted Land,2017,11,23
Indecent Exposure,2017,11,24
Minor Poss Alcohol Bev In Public,2017,11,25
Trespass Prohibited On Posted Land,2017,11,25
Malicious Mischief (over $400),2017,11,26
Trespass Prohibited On Posted Land,2017,12,04
Malicious Mischief (over $400),2017,12,05
Trespass Prohibited On Posted Land,2017,12,08
Drunk Or Disorderly,2017,12,09
Malicious Mischief (over $400),2017,12,15
Drunk Or Disorderly,2017,12,15
Malicious Mischief (over $400),2017,10,17
Trespass Prohibited On Posted Land,2017,10,18
Drunk Or Disorderly,2017,10,18
Drunk Or Disorderly,2017,10,19
Minor Possession Tobacco Product,2017,10,20
Drunk Or Disorderly,2017,10,21
Drunk Or Disorderly,2017,10,21
Vandalism Less Than $400,2017,10,21
Vandalism,2017,10,25
Malicious Mischief (over $400),2017,10,27
Malicious Mischief (over $400),2017,11,03
Drunk Or Disorderly,2017,11,05
Malicious Mischief (over $400),2017,11,05
Vandalism,2017,11,06
Drunk Or Disorderly,2017,11,10
Drunk Or Disorderly,2017,11,12
Drunk Or Disorderly,2017,11,13
Malicious Mischief (over $400),2017,09,23
Vandalism Less Than $400,2017,09,25
Drunk Or Disorderly,2017,09,26
Vandalism,2017,10,01
Trespass Prohibited On Posted Land,2017,10,04
Trespass Prohibited On Posted Land,2017,10,11
Trespass Prohibited On Posted Land,2017,10,11
Drunk Or Disorderly,2017,10,14
Drunk Or Disorderly,2017,10,14
Vandalism Less Than $400,2017,10,15
Alcoholic Beverage Prohibit In Park,2017,08,17
Malicious Mischief (over $400),2017,08,19
Trespass Prohibited On Posted Land,2017,08,27
Trespass Prohibited On Posted Land,2017,08,30
Trespass Prohibited On Posted Land,2017,09,01
Indecent Exposure,2017,09,01
Trespass Prohibited On Posted Land,2017,09,02
Vandalism Less Than $400,2017,09,03
Vandalism Less Than $400,2017,09,04
Trespass Prohibited On Posted Land,2017,09,04
Vandalism,2017,09,09
Drunk Or Disorderly,2017,09,10
Drunk Or Disorderly,2017,07,17
Drunk Or Disorderly,2017,07,20
Drunk Or Disorderly,2017,07,23
Drunk Or Disorderly,2017,07,23
Drunk Or Disorderly,2017,07,25
Vandalism Less Than $400,2017,07,24
Drunk Or Disorderly,2017,07,27
Drunk Or Disorderly,2017,07,28
Drunk Or Disorderly,2017,08,03
Drunk Or Disorderly,2017,08,04
Drunk Or Disorderly,2017,08,05
Malicious Mischief (over $400),2017,08,05
Drunk Or Disorderly,2017,08,06
Trespass Prohibited On Posted Land,2017,08,11
Drunk Or Disorderly,2017,08,14
Burglary,2018,03,17
Vandalism Less Than $400,2018,03,17
Theft,2018,03,18
Burglary,2018,03,18
Burglary,2018,03,17
Knowingly Possess Stolen Property,2018,03,18
Burglary,2018,03,18
Theft,2018,03,17
Grand Theft (over $950),2018,03,19
Theft,2018,03,19
Burglary,2018,03,19
Theft,2018,03,19
Theft,2018,03,19
Grand Theft (over $950),2018,03,19
Burglary,2018,03,21
Theft,2018,03,21
Fraudulent Poss Forge Check,2018,03,21
Burglary,2018,03,20
Burglary,2018,03,18
Vandalism Less Than $400,2018,03,22
Theft,2018,03,22
Malicious Mischief (over $400),2018,03,22
Vehicle Theft,2018,03,22
Burglary,2018,03,22
Burglary,2018,03,23
Burglary,2018,03,25
Vehicle Theft,2018,03,25
Vehicle Theft,2018,03,26
Burglary,2018,03,26
Burglary,2018,03,24
Unauthorized Use Of Personal Info,2018,03,21
Burglary,2018,03,24
Att Grand Theft (Over $400),2018,03,26
Burglary,2018,03,26
Unauthorized Use Of Personal Info,2018,03,27
Burglary,2018,03,17
Burglary,2018,03,27
Theft,2018,03,25
Theft Of Found Property,2018,03,27
Vandalism:deface Property,2018,03,28
Vandalism Less Than $400,2018,03,27
Burglary,2018,03,23
Theft,2018,03,29
Theft,2018,03,28
Burglary,2018,03,29
Theft,2018,03,28
Theft,2018,03,26
Arson (Property Damage Only),2018,03,31
Vehicle Theft,2018,03,31
Theft,2018,04,01
Malicious Mischief (over $400),2018,03,31
Theft,2018,04,01
Vehicle Theft,2018,04,02
Burglary,2018,03,31
Vandalism:deface Property,2018,03,30
Theft,2018,04,02
Theft,2018,04,03
Possess Fictitious Bill/Check,2018,04,03
Theft,2018,03,31
Arson (Property Damage Only),2018,03,29
Unauthorized Use Of Personal Info,2018,04,04
Vandalism Less Than $400,2018,04,04
Theft,2018,04,04
Burglary,2018,04,04
Burglary,2018,04,04
Vehicle Theft,2018,03,30
Burglary,2018,04,05
Burglary,2018,04,05
Attempted Burglary,2018,03,26
Burglary,2018,03,19
Theft And Use Of Access Card,2018,03,31
Burglary,2018,04,07
Theft,2018,04,06
Vandalism Less Than $400,2018,04,08
Forgery/Falsification Of Records,2018,03,17
Attempted Burglary,2018,04,08
Theft,2018,04,07
Theft,2018,04,09
Burglary,2018,04,06
Theft,2018,04,02
Burglary,2018,04,08
Theft,2018,04,02
Malicious Mischief (over $400),2018,04,09
Unauthorized Use Of Personal Info,2018,04,09
Burglary,2018,04,09
Vandalism Less Than $400,2018,04,09
Grand Theft (over $950),2018,04,09
Burglary,2018,04,11
Grand Theft (over $950),2018,04,04
Burglary,2018,04,11
Burglary,2018,04,12
Burglary,2018,04,11
Vandalism:deface Property,2018,04,12
Theft,2018,04,12
Burglary,2018,04,12
Theft,2018,04,13
Burglary,2018,04,14
Burglary,2018,04,11
Grand Theft (over $950),2018,04,11
Burglary,2018,04,16
Unauthorized Use Of Personal Info,2018,04,12
Theft,2017,06,17
Vehicle Theft,2017,06,19
Theft,2017,06,20
Burglary,2017,06,21
Malicious Mischief (over $400),2017,06,24
Burglary,2017,06,24
Malicious Mischief (over $400),2017,06,24
Knowingly Possess Stolen Property,2017,06,26
Theft,2017,06,25
Malicious Mischief (over $400),2017,06,29
Vehicle Theft,2017,07,02
Theft,2017,07,02
Malicious Mischief (over $400),2017,07,04
Malicious Mischief (over $400),2017,07,05
Theft,2017,07,06
Burglary,2017,07,05
Theft Of Found Property,2017,07,08
Burglary,2017,07,09
Grand Theft (over $1000),2017,07,09
Vehicle Theft,2017,07,11
Burglary,2017,07,12
Theft,2017,07,14
Burglary,2017,07,14
Burglary,2017,04,19
Vehicle Theft,2017,04,17
Vehicle Theft,2017,04,17
Grand Theft (over $1000),2017,04,19
Burglary,2017,04,19
Theft,2017,04,19
Theft,2017,04,20
Vehicle Theft,2017,04,21
Burglary,2017,04,21
Theft,2017,04,21
Theft,2017,04,23
Burglary,2017,04,25
Vehicle Theft,2017,04,25
Theft,2017,04,25
Vehicle Theft,2017,04,22
Burglary,2017,04,26
Burglary,2017,04,27
Burglary,2017,04,28
Theft Of Found Property,2017,04,28
Vehicle Theft,2017,04,28
Theft,2017,04,28
Vandalism Less Than $400,2017,04,30
Vehicle Theft,2017,04,29
Theft,2017,04,26
Burglary,2017,05,03
Knowingly Possess Stolen Property,2017,05,05
Theft,2017,05,06
Vandalism Less Than $400,2017,05,09
Burglary,2017,05,15
Burglary,2017,05,16
